Num,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,Prevo,EvoLevel,Evos
487,Giratina-Origin,Ghost,Dragon,0.5,0.5,150,120,100,120,100,90,0: Levitate,6.9,650,Black,None,Base,None
488,Cresselia,Psychic,null,0.5,0.5,120,70,110,75,120,85,0: Levitate,1.5,85.6,Yellow,None,Base,None
489,Phione,Water,null,0.5,0.5,80,80,80,80,80,80,0: Hydration,0.4,3.1,Blue,None,Base,None
490,Manaphy,Water,null,0.5,0.5,100,100,100,100,100,100,0: Hydration,0.3,1.4,Blue,None,Base,None
491,Darkrai,Dark,null,0.5,0.5,70,90,90,135,90,125,0: Bad Dreams,1.5,50.5,Black,None,Base,None
492,Shaymin,Grass,null,0.5,0.5,100,100,100,100,100,100,0: Natural Cure,0.2,2.1,Green,None,Base,None
492,Shaymin-Sky,Grass,Flying,0.5,0.5,100,103,75,120,75,127,0: Serene Grace,0.4,5.2,Green,None,Base,None
493,Arceus,Normal,null,0.5,0.5,120,120,120,120,120,120,0: Multitype,3.2,320,White,None,Base,None
494,Victini,Psychic,Fire,0.5,0.5,100,100,100,100,100,100,0: Victory Star,0.4,4,Yellow,None,Base,None
495,Snivy,Grass,null,0.875,0.125,45,45,55,45,55,63,0: Overgrow H: Contrary,0.6,8.1,Green,None,Base,Servine
496,Servine,Grass,null,0.875,0.125,60,60,75,60,75,83,0: Overgrow H: Contrary,0.8,16,Green,Snivy,17,Serperior
497,Serperior,Grass,null,0.875,0.125,75,75,95,75,95,113,0: Overgrow H: Contrary,3.3,63,Green,Servine,36,None
498,Tepig,Fire,null,0.875,0.125,65,63,45,45,45,45,0: Blaze H: Thick Fat,0.5,9.9,Red,None,Base,Pignite
499,Pignite,Fire,Fighting,0.875,0.125,90,93,55,70,55,55,0: Blaze H: Thick Fat,1,55.5,Red,Tepig,17,Emboar
500,Emboar,Fire,Fighting,0.875,0.125,110,123,65,100,65,65,0: Blaze H: Reckless,1.6,150,Red,Pignite,36,None
501,Oshawott,Water,null,0.875,0.125,55,55,45,63,45,45,0: Torrent H: Shell Armor,0.5,5.9,Blue,None,Base,Dewott
502,Dewott,Water,null,0.875,0.125,75,75,60,83,60,60,0: Torrent H: Shell Armor,0.8,24.5,Blue,Oshawott,17,Samurott
503,Samurott,Water,null,0.875,0.125,95,100,85,108,70,70,0: Torrent H: Shell Armor,1.5,94.6,Blue,Dewott,36,None
503,Samurott-Hisui,Water,Dark,0.875,0.125,90,108,80,100,65,85,0: Torrent H: Sharpness,1.5,58.2,Blue,Dewott,36,None
504,Patrat,Normal,null,0.5,0.5,45,55,39,35,39,42,0: Run Away 1: Keen Eye H: Analytic,0.5,11.6,Brown,None,Base,Watchog
505,Watchog,Normal,null,0.5,0.5,60,85,69,60,69,77,0: Illuminate 1: Keen Eye H: Analytic,1.1,27,Brown,Patrat,20,None
506,Lillipup,Normal,null,0.5,0.5,45,60,45,25,45,55,0: Vital Spirit 1: Pickup H: Run Away,0.4,4.1,Brown,None,Base,Herdier
507,Herdier,Normal,null,0.5,0.5,65,80,65,35,65,60,0: Intimidate 1: Sand Rush H: Scrappy,0.9,14.7,Gray,Lillipup,16,Stoutland
508,Stoutland,Normal,null,0.5,0.5,85,110,90,45,90,80,0: Intimidate 1: Sand Rush H: Scrappy,1.2,61,Gray,Herdier,32,None
509,Purrloin,Dark,null,0.5,0.5,41,50,37,50,37,66,0: Limber 1: Unburden H: Prankster,0.4,10.1,Purple,None,Base,Liepard
510,Liepard,Dark,null,0.5,0.5,64,88,50,88,50,106,0: Limber 1: Unburden H: Prankster,1.1,37.5,Purple,Purrloin,20,None
511,Pansage,Grass,null,0.875,0.125,50,53,48,53,48,64,0: Gluttony H: Overgrow,0.6,10.5,Green,None,Base,Simisage
512,Simisage,Grass,null,0.875,0.125,75,98,63,98,63,101,0: Gluttony H: Overgrow,1.1,30.5,Green,Pansage,Base,None
513,Pansear,Fire,null,0.875,0.125,50,53,48,53,48,64,0: Gluttony H: Blaze,0.6,11,Red,None,Base,Simisear
514,Simisear,Fire,null,0.875,0.125,75,98,63,98,63,101,0: Gluttony H: Blaze,1,28,Red,Pansear,Base,None
515,Panpour,Water,null,0.875,0.125,50,53,48,53,48,64,0: Gluttony H: Torrent,0.6,13.5,Blue,None,Base,Simipour
516,Simipour,Water,null,0.875,0.125,75,98,63,98,63,101,0: Gluttony H: Torrent,1,29,Blue,Panpour,Base,None
517,Munna,Psychic,null,0.5,0.5,76,25,45,67,55,24,0: Forewarn 1: Synchronize H: Telepathy,0.6,23.3,Pink,None,Base,Musharna
518,Musharna,Psychic,null,0.5,0.5,116,55,85,107,95,29,0: Forewarn 1: Synchronize H: Telepathy,1.1,60.5,Pink,Munna,Base,None
519,Pidove,Normal,Flying,0.5,0.5,50,55,50,36,30,43,0: Big Pecks 1: Super Luck H: Rivalry,0.3,2.1,Gray,None,Base,Tranquill
520,Tranquill,Normal,Flying,0.5,0.5,62,77,62,50,42,65,0: Big Pecks 1: Super Luck H: Rivalry,0.6,15,Gray,Pidove,21,Unfezant
521,Unfezant,Normal,Flying,0.5,0.5,80,115,80,65,55,93,0: Big Pecks 1: Super Luck H: Rivalry,1.2,29,Gray,Tranquill,32,None
522,Blitzle,Electric,null,0.5,0.5,45,60,32,50,32,76,0: Lightning Rod 1: Motor Drive H: Sap Sipper,0.8,29.8,Black,None,Base,Zebstrika
523,Zebstrika,Electric,null,0.5,0.5,75,100,63,80,63,116,0: Lightning Rod 1: Motor Drive H: Sap Sipper,1.6,79.5,Black,Blitzle,27,None
524,Roggenrola,Rock,null,0.5,0.5,55,75,85,25,25,15,0: Sturdy 1: Weak Armor H: Sand Force,0.4,18,Blue,None,Base,Boldore
525,Boldore,Rock,null,0.5,0.5,70,105,105,50,40,20,0: Sturdy 1: Weak Armor H: Sand Force,0.9,102,Blue,Roggenrola,25,Gigalith
526,Gigalith,Rock,null,0.5,0.5,85,135,130,60,80,25,0: Sturdy 1: Sand Stream H: Sand Force,1.7,260,Blue,Boldore,Base,None
527,Woobat,Psychic,Flying,0.5,0.5,65,45,43,55,43,72,0: Unaware 1: Klutz H: Simple,0.4,2.1,Blue,None,Base,Swoobat
528,Swoobat,Psychic,Flying,0.5,0.5,67,57,55,77,55,114,0: Unaware 1: Klutz H: Simple,0.9,10.5,Blue,Woobat,Base,None
529,Drilbur,Ground,null,0.5,0.5,60,85,40,30,45,68,0: Sand Rush 1: Sand Force H: Mold Breaker,0.3,8.5,Gray,None,Base,Excadrill
530,Excadrill,Ground,Steel,0.5,0.5,110,135,60,50,65,88,0: Sand Rush 1: Sand Force H: Mold Breaker,0.7,40.4,Gray,Drilbur,31,None
531,Audino,Normal,null,0.5,0.5,103,60,86,60,86,50,0: Healer 1: Regenerator H: Klutz,1.1,31,Pink,None,Base,None
532,Timburr,Fighting,null,0.75,0.25,75,80,55,25,35,35,0: Guts 1: Sheer Force H: Iron Fist,0.6,12.5,Gray,None,Base,Gurdurr
533,Gurdurr,Fighting,null,0.75,0.25,85,105,85,40,50,40,0: Guts 1: Sheer Force H: Iron Fist,1.2,40,Gray,Timburr,25,Conkeldurr
534,Conkeldurr,Fighting,null,0.75,0.25,105,140,95,55,65,45,0: Guts 1: Sheer Force H: Iron Fist,1.4,87,Brown,Gurdurr,Base,None
535,Tympole,Water,null,0.5,0.5,50,50,40,50,40,64,0: Swift Swim 1: Hydration H: Water Absorb,0.5,4.5,Blue,None,Base,Palpitoad
536,Palpitoad,Water,Ground,0.5,0.5,75,65,55,65,55,69,0: Swift Swim 1: Hydration H: Water Absorb,0.8,17,Blue,Tympole,25,Seismitoad
537,Seismitoad,Water,Ground,0.5,0.5,105,95,75,85,75,74,0: Swift Swim 1: Poison Touch H: Water Absorb,1.5,62,Blue,Palpitoad,36,None
538,Throh,Fighting,null,0.5,0.5,120,100,85,30,85,45,0: Guts 1: Inner Focus H: Mold Breaker,1.3,55.5,Red,None,Base,None
539,Sawk,Fighting,null,0.5,0.5,75,125,75,30,75,85,0: Sturdy 1: Inner Focus H: Mold Breaker,1.4,51,Blue,None,Base,None
540,Sewaddle,Bug,Grass,0.5,0.5,45,53,70,40,60,42,0: Swarm 1: Chlorophyll H: Overcoat,0.3,2.5,Yellow,None,Base,Swadloon
541,Swadloon,Bug,Grass,0.5,0.5,55,63,90,50,80,42,0: Leaf Guard 1: Chlorophyll H: Overcoat,0.5,7.3,Green,Sewaddle,20,Leavanny
542,Leavanny,Bug,Grass,0.5,0.5,75,103,80,70,80,92,0: Swarm 1: Chlorophyll H: Overcoat,1.2,20.5,Yellow,Swadloon,Base,None
543,Venipede,Bug,Poison,0.5,0.5,30,45,59,30,39,57,0: Poison Point 1: Swarm H: Speed Boost,0.4,5.3,Red,None,Base,Whirlipede
544,Whirlipede,Bug,Poison,0.5,0.5,40,55,99,40,79,47,0: Poison Point 1: Swarm H: Speed Boost,1.2,58.5,Gray,Venipede,22,Scolipede
545,Scolipede,Bug,Poison,0.5,0.5,60,100,89,55,69,112,0: Poison Point 1: Swarm H: Speed Boost,2.5,200.5,Red,Whirlipede,30,None
546,Cottonee,Grass,Fairy,0.5,0.5,40,27,60,37,50,66,0: Prankster 1: Infiltrator H: Chlorophyll,0.3,0.6,Green,None,Base,Whimsicott
547,Whimsicott,Grass,Fairy,0.5,0.5,60,67,85,77,75,116,0: Prankster 1: Infiltrator H: Chlorophyll,0.7,6.6,Green,Cottonee,Base,None
548,Petilil,Grass,null,0.5,0.5,45,35,50,70,50,30,0: Chlorophyll 1: Own Tempo H: Leaf Guard,0.5,6.6,Green,None,Base,Lilligant
549,Lilligant,Grass,null,0.5,0.5,70,60,75,110,75,90,0: Chlorophyll 1: Own Tempo H: Leaf Guard,1.1,16.3,Green,Petilil,Base,None
549,Lilligant-Hisui,Grass,Fighting,0.5,0.5,70,105,75,50,75,105,0: Chlorophyll 1: Hustle H: Leaf Guard,1.2,19.2,Green,Petilil,Base,None
550,Basculin,Water,null,0.5,0.5,70,92,65,80,55,98,0: Reckless 1: Adaptability H: Mold Breaker,1,18,Green,None,Base,None
550,Basculin-Blue-Striped,Water,null,0.5,0.5,70,92,65,80,55,98,0: Rock Head 1: Adaptability H: Mold Breaker,1,18,Green,None,Base,None
550,Basculin-White-Striped,Water,null,0.5,0.5,70,92,65,80,55,98,0: Rattled 1: Adaptability H: Mold Breaker,1,18,Green,None,Base,Basculegion
551,Sandile,Ground,Dark,0.5,0.5,50,72,35,35,35,65,0: Intimidate 1: Moxie H: Anger Point,0.7,15.2,Brown,None,Base,Krokorok
552,Krokorok,Ground,Dark,0.5,0.5,60,82,45,45,45,74,0: Intimidate 1: Moxie H: Anger Point,1,33.4,Brown,Sandile,29,Krookodile
553,Krookodile,Ground,Dark,0.5,0.5,95,117,80,65,70,92,0: Intimidate 1: Moxie H: Anger Point,1.5,96.3,Red,Krokorok,40,None
554,Darumaka,Fire,null,0.5,0.5,70,90,45,15,45,50,0: Hustle H: Inner Focus,0.6,37.5,Red,None,Base,Darmanitan
554,Darumaka-Galar,Ice,null,0.5,0.5,70,90,45,15,45,50,0: Hustle H: Inner Focus,0.7,40,White,None,Base,Darmanitan-Galar
555,Darmanitan,Fire,null,0.5,0.5,105,140,55,30,55,95,0: Sheer Force H: Zen Mode,1.3,92.9,Red,Darumaka,35,None
555,Darmanitan-Zen,Fire,Psychic,0.5,0.5,105,30,105,140,105,55,0: Zen Mode,1.3,92.9,Blue,None,Base,None
555,Darmanitan-Galar,Ice,null,0.5,0.5,105,140,55,30,55,95,0: Gorilla Tactics H: Zen Mode,1.7,120,White,Darumaka-Galar,Base,None
555,Darmanitan-Galar-Zen,Ice,Fire,0.5,0.5,105,160,55,30,55,135,0: Zen Mode,1.7,120,White,None,Base,None
556,Maractus,Grass,null,0.5,0.5,75,86,67,106,67,60,0: Water Absorb 1: Chlorophyll H: Storm Drain,1,28,Green,None,Base,None
557,Dwebble,Bug,Rock,0.5,0.5,50,65,85,35,35,55,0: Sturdy 1: Shell Armor H: Weak Armor,0.3,14.5,Red,None,Base,Crustle
558,Crustle,Bug,Rock,0.5,0.5,70,105,125,65,75,45,0: Sturdy 1: Shell Armor H: Weak Armor,1.4,200,Red,Dwebble,34,None
559,Scraggy,Dark,Fighting,0.5,0.5,50,75,70,35,70,48,0: Shed Skin 1: Moxie H: Intimidate,0.6,11.8,Yellow,None,Base,Scrafty
560,Scrafty,Dark,Fighting,0.5,0.5,65,90,115,45,115,58,0: Shed Skin 1: Moxie H: Intimidate,1.1,30,Red,Scraggy,39,None
561,Sigilyph,Psychic,Flying,0.5,0.5,72,58,80,103,80,97,0: Wonder Skin 1: Magic Guard H: Tinted Lens,1.4,14,Black,None,Base,None
562,Yamask,Ghost,null,0.5,0.5,38,30,85,55,65,30,0: Mummy,0.5,1.5,Black,None,Base,Cofagrigus
562,Yamask-Galar,Ground,Ghost,0.5,0.5,38,55,85,30,65,30,0: Wandering Spirit,0.5,1.5,Black,None,Base,Runerigus
563,Cofagrigus,Ghost,null,0.5,0.5,58,50,145,95,105,30,0: Mummy,1.7,76.5,Yellow,Yamask,34,None
564,Tirtouga,Water,Rock,0.875,0.125,54,78,103,53,45,22,0: Solid Rock 1: Sturdy H: Swift Swim,0.7,16.5,Blue,None,Base,Carracosta
565,Carracosta,Water,Rock,0.875,0.125,74,108,133,83,65,32,0: Solid Rock 1: Sturdy H: Swift Swim,1.2,81,Blue,Tirtouga,37,None
566,Archen,Rock,Flying,0.875,0.125,55,112,45,74,45,70,0: Defeatist,0.5,9.5,Yellow,None,Base,Archeops
567,Archeops,Rock,Flying,0.875,0.125,75,140,65,112,65,110,0: Defeatist,1.4,32,Yellow,Archen,37,None
568,Trubbish,Poison,null,0.5,0.5,50,50,62,40,62,65,0: Stench 1: Sticky Hold H: Aftermath,0.6,31,Green,None,Base,Garbodor
569,Garbodor,Poison,null,0.5,0.5,80,95,82,60,82,75,0: Stench 1: Weak Armor H: Aftermath,1.9,107.3,Green,Trubbish,36,None
570,Zorua,Dark,null,0.875,0.125,40,65,40,80,40,65,0: Illusion,0.7,12.5,Gray,None,Base,Zoroark
570,Zorua-Hisui,Normal,Ghost,0.875,0.125,35,60,40,85,40,70,0: Illusion,0.7,12.5,Gray,None,Base,Zoroark-Hisui
571,Zoroark,Dark,null,0.875,0.125,60,105,60,120,60,105,0: Illusion,1.6,81.1,Gray,Zorua,30,None
571,Zoroark-Hisui,Normal,Ghost,0.875,0.125,55,100,60,125,60,110,0: Illusion,1.6,73,Gray,Zorua-Hisui,30,None
572,Minccino,Normal,null,0.25,0.75,55,50,40,40,40,75,0: Cute Charm 1: Technician H: Skill Link,0.4,5.8,Gray,None,Base,Cinccino
573,Cinccino,Normal,null,0.25,0.75,75,95,60,65,60,115,0: Cute Charm 1: Technician H: Skill Link,0.5,7.5,Gray,Minccino,Base,None
574,Gothita,Psychic,null,0.25,0.75,45,30,50,55,65,45,0: Frisk 1: Competitive H: Shadow Tag,0.4,5.8,Purple,None,Base,Gothorita
575,Gothorita,Psychic,null,0.25,0.75,60,45,70,75,85,55,0: Frisk 1: Competitive H: Shadow Tag,0.7,18,Purple,Gothita,32,Gothitelle
576,Gothitelle,Psychic,null,0.25,0.75,70,55,95,95,110,65,0: Frisk 1: Competitive H: Shadow Tag,1.5,44,Purple,Gothorita,41,None
577,Solosis,Psychic,null,0.5,0.5,45,30,40,105,50,20,0: Overcoat 1: Magic Guard H: Regenerator,0.3,1,Green,None,Base,Duosion
578,Duosion,Psychic,null,0.5,0.5,65,40,50,125,60,30,0: Overcoat 1: Magic Guard H: Regenerator,0.6,8,Green,Solosis,32,Reuniclus
579,Reuniclus,Psychic,null,0.5,0.5,110,65,75,125,85,30,0: Overcoat 1: Magic Guard H: Regenerator,1,20.1,Green,Duosion,41,None
580,Ducklett,Water,Flying,0.5,0.5,62,44,50,44,50,55,0: Keen Eye 1: Big Pecks H: Hydration,0.5,5.5,Blue,None,Base,Swanna
581,Swanna,Water,Flying,0.5,0.5,75,87,63,87,63,98,0: Keen Eye 1: Big Pecks H: Hydration,1.3,24.2,White,Ducklett,35,None
582,Vanillite,Ice,null,0.5,0.5,36,50,50,65,60,44,0: Ice Body 1: Snow Cloak H: Weak Armor,0.4,5.7,White,None,Base,Vanillish
583,Vanillish,Ice,null,0.5,0.5,51,65,65,80,75,59,0: Ice Body 1: Snow Cloak H: Weak Armor,1.1,41,White,Vanillite,35,Vanilluxe
584,Vanilluxe,Ice,null,0.5,0.5,71,95,85,110,95,79,0: Ice Body 1: Snow Warning H: Weak Armor,1.3,57.5,White,Vanillish,47,None
585,Deerling,Normal,Grass,0.5,0.5,60,60,50,40,50,75,0: Chlorophyll 1: Sap Sipper H: Serene Grace,0.6,19.5,Pink,None,Base,Sawsbuck
586,Sawsbuck,Normal,Grass,0.5,0.5,80,100,70,60,70,95,0: Chlorophyll 1: Sap Sipper H: Serene Grace,1.9,92.5,Brown,Deerling,34,None
587,Emolga,Electric,Flying,0.5,0.5,55,75,60,75,60,103,0: Static H: Motor Drive,0.4,5,White,None,Base,None
588,Karrablast,Bug,null,0.5,0.5,50,75,45,40,45,60,0: Swarm 1: Shed Skin H: No Guard,0.5,5.9,Blue,None,Base,Escavalier
589,Escavalier,Bug,Steel,0.5,0.5,70,135,105,60,105,20,0: Swarm 1: Shell Armor H: Overcoat,1,33,Gray,Karrablast,Base,None
590,Foongus,Grass,Poison,0.5,0.5,69,55,45,55,55,15,0: Effect Spore H: Regenerator,0.2,1,White,None,Base,Amoonguss
591,Amoonguss,Grass,Poison,0.5,0.5,114,85,70,85,80,30,0: Effect Spore H: Regenerator,0.6,10.5,White,Foongus,39,None
592,Frillish,Water,Ghost,0.5,0.5,55,40,50,65,85,40,0: Water Absorb 1: Cursed Body H: Damp,1.2,33,White,None,Base,Jellicent
593,Jellicent,Water,Ghost,0.5,0.5,100,60,70,85,105,60,0: Water Absorb 1: Cursed Body H: Damp,2.2,135,White,Frillish,40,None
594,Alomomola,Water,null,0.5,0.5,165,75,80,40,45,65,0: Healer 1: Hydration H: Regenerator,1.2,31.6,Pink,None,Base,None
595,Joltik,Bug,Electric,0.5,0.5,50,47,50,57,50,65,0: Compound Eyes 1: Unnerve H: Swarm,0.1,0.6,Yellow,None,Base,Galvantula
596,Galvantula,Bug,Electric,0.5,0.5,70,77,60,97,60,108,0: Compound Eyes 1: Unnerve H: Swarm,0.8,14.3,Yellow,Joltik,36,None
597,Ferroseed,Grass,Steel,0.5,0.5,44,50,91,24,86,10,0: Iron Barbs,0.6,18.8,Gray,None,Base,Ferrothorn
598,Ferrothorn,Grass,Steel,0.5,0.5,74,94,131,54,116,20,0: Iron Barbs H: Anticipation,1,110,Gray,Ferroseed,40,None
599,Klink,Steel,null,0.5,0.5,40,55,70,45,60,30,0: Plus 1: Minus H: Clear Body,0.3,21,Gray,None,Base,Klang
600,Klang,Steel,null,0.5,0.5,60,80,95,70,85,50,0: Plus 1: Minus H: Clear Body,0.6,51,Gray,Klink,38,Klinklang
601,Klinklang,Steel,null,0.5,0.5,60,100,115,70,85,90,0: Plus 1: Minus H: Clear Body,0.6,81,Gray,Klang,49,None
602,Tynamo,Electric,null,0.5,0.5,35,55,40,45,40,60,0: Levitate,0.2,0.3,White,None,Base,Eelektrik
603,Eelektrik,Electric,null,0.5,0.5,65,85,70,75,70,40,0: Levitate,1.2,22,Blue,Tynamo,39,Eelektross
604,Eelektross,Electric,null,0.5,0.5,85,115,80,105,80,50,0: Levitate,2.1,80.5,Blue,Eelektrik,Base,None
605,Elgyem,Psychic,null,0.5,0.5,55,55,55,85,55,30,0: Telepathy 1: Synchronize H: Analytic,0.5,9,Blue,None,Base,Beheeyem
606,Beheeyem,Psychic,null,0.5,0.5,75,75,75,125,95,40,0: Telepathy 1: Synchronize H: Analytic,1,34.5,Brown,Elgyem,42,None
607,Litwick,Ghost,Fire,0.5,0.5,50,30,55,65,55,20,0: Flash Fire 1: Flame Body H: Infiltrator,0.3,3.1,White,None,Base,Lampent
608,Lampent,Ghost,Fire,0.5,0.5,60,40,60,95,60,55,0: Flash Fire 1: Flame Body H: Infiltrator,0.6,13,Black,Litwick,41,Chandelure
609,Chandelure,Ghost,Fire,0.5,0.5,60,55,90,145,90,80,0: Flash Fire 1: Flame Body H: Infiltrator,1,34.3,Black,Lampent,Base,None
610,Axew,Dragon,null,0.5,0.5,46,87,60,30,40,57,0: Rivalry 1: Mold Breaker H: Unnerve,0.6,18,Green,None,Base,Fraxure
611,Fraxure,Dragon,null,0.5,0.5,66,117,70,40,50,67,0: Rivalry 1: Mold Breaker H: Unnerve,1,36,Green,Axew,38,Haxorus
612,Haxorus,Dragon,null,0.5,0.5,76,147,90,60,70,97,0: Rivalry 1: Mold Breaker H: Unnerve,1.8,105.5,Yellow,Fraxure,48,None
613,Cubchoo,Ice,null,0.5,0.5,55,70,40,60,40,40,0: Snow Cloak 1: Slush Rush H: Rattled,0.5,8.5,White,None,Base,Beartic
614,Beartic,Ice,null,0.5,0.5,95,130,80,70,80,50,0: Snow Cloak 1: Slush Rush H: Swift Swim,2.6,260,White,Cubchoo,37,None
615,Cryogonal,Ice,null,0.5,0.5,80,50,50,95,135,105,0: Levitate,1.1,148,Blue,None,Base,None
616,Shelmet,Bug,null,0.5,0.5,50,40,85,40,65,25,0: Hydration 1: Shell Armor H: Overcoat,0.4,7.7,Red,None,Base,Accelgor
617,Accelgor,Bug,null,0.5,0.5,80,70,40,100,60,145,0: Hydration 1: Sticky Hold H: Unburden,0.8,25.3,Red,Shelmet,Base,None
618,Stunfisk,Ground,Electric,0.5,0.5,109,66,84,81,99,32,0: Static 1: Limber H: Sand Veil,0.7,11,Brown,None,Base,None
618,Stunfisk-Galar,Ground,Steel,0.5,0.5,109,81,99,66,84,32,0: Mimicry,0.7,20.5,Green,None,Base,None
619,Mienfoo,Fighting,null,0.5,0.5,45,85,50,55,50,65,0: Inner Focus 1: Regenerator H: Reckless,0.9,20,Yellow,None,Base,Mienshao
620,Mienshao,Fighting,null,0.5,0.5,65,125,60,95,60,105,0: Inner Focus 1: Regenerator H: Reckless,1.4,35.5,Purple,Mienfoo,50,None
621,Druddigon,Dragon,null,0.5,0.5,77,120,90,60,90,48,0: Rough Skin 1: Sheer Force H: Mold Breaker,1.6,139,Red,None,Base,None
622,Golett,Ground,Ghost,0.5,0.5,59,74,50,35,50,35,0: Iron Fist 1: Klutz H: No Guard,1,92,Green,None,Base,Golurk
623,Golurk,Ground,Ghost,0.5,0.5,89,124,80,55,80,55,0: Iron Fist 1: Klutz H: No Guard,2.8,330,Green,Golett,43,None
624,Pawniard,Dark,Steel,0.5,0.5,45,85,70,40,40,60,0: Defiant 1: Inner Focus H: Pressure,0.5,10.2,Red,None,Base,Bisharp
625,Bisharp,Dark,Steel,0.5,0.5,65,125,100,60,70,70,0: Defiant 1: Inner Focus H: Pressure,1.6,70,Red,Pawniard,52,Kingambit
626,Bouffalant,Normal,null,0.5,0.5,95,110,95,40,95,55,0: Reckless 1: Sap Sipper H: Soundproof,1.6,94.6,Brown,None,Base,None
627,Rufflet,Normal,Flying,0.5,0.5,70,83,50,37,50,60,0: Keen Eye 1: Sheer Force H: Hustle,0.5,10.5,White,None,Base,Braviary
628,Braviary,Normal,Flying,0.5,0.5,100,123,75,57,75,80,0: Keen Eye 1: Sheer Force H: Defiant,1.5,41,Red,Rufflet,54,None
628,Braviary-Hisui,Psychic,Flying,0.5,0.5,110,83,70,112,70,65,0: Keen Eye 1: Sheer Force H: Tinted Lens,1.7,43.4,White,Rufflet,54,None
629,Vullaby,Dark,Flying,0.5,0.5,70,55,75,45,65,60,0: Big Pecks 1: Overcoat H: Weak Armor,0.5,9,Brown,None,Base,Mandibuzz
630,Mandibuzz,Dark,Flying,0.5,0.5,110,65,105,55,95,80,0: Big Pecks 1: Overcoat H: Weak Armor,1.2,39.5,Brown,Vullaby,54,None
631,Heatmor,Fire,null,0.5,0.5,85,97,66,105,66,65,0: Gluttony 1: Flash Fire H: White Smoke,1.4,58,Red,None,Base,None
632,Durant,Bug,Steel,0.5,0.5,58,109,112,48,48,109,0: Swarm 1: Hustle H: Truant,0.3,33,Gray,None,Base,None
633,Deino,Dark,Dragon,0.5,0.5,52,65,50,45,50,38,0: Hustle,0.8,17.3,Blue,None,Base,Zweilous
634,Zweilous,Dark,Dragon,0.5,0.5,72,85,70,65,70,58,0: Hustle,1.4,50,Blue,Deino,50,Hydreigon
635,Hydreigon,Dark,Dragon,0.5,0.5,92,105,90,125,90,98,0: Levitate,1.8,160,Blue,Zweilous,64,None
636,Larvesta,Bug,Fire,0.5,0.5,55,85,55,50,55,60,0: Flame Body H: Swarm,1.1,28.8,White,None,Base,Volcarona
637,Volcarona,Bug,Fire,0.5,0.5,85,60,65,135,105,100,0: Flame Body H: Swarm,1.6,46,White,Larvesta,59,None
638,Cobalion,Steel,Fighting,0.5,0.5,91,90,129,90,72,108,0: Justified,2.1,250,Blue,None,Base,None
639,Terrakion,Rock,Fighting,0.5,0.5,91,129,90,72,90,108,0: Justified,1.9,260,Gray,None,Base,None
640,Virizion,Grass,Fighting,0.5,0.5,91,90,72,90,129,108,0: Justified,2,200,Green,None,Base,None
641,Tornadus,Flying,null,0.5,0.5,79,115,70,125,80,111,0: Prankster H: Defiant,1.5,63,Green,None,Base,None
641,Tornadus-Therian,Flying,null,0.5,0.5,79,100,80,110,90,121,0: Regenerator,1.4,63,Green,None,Base,None
642,Thundurus,Electric,Flying,0.5,0.5,79,115,70,125,80,111,0: Prankster H: Defiant,1.5,61,Blue,None,Base,None
642,Thundurus-Therian,Electric,Flying,0.5,0.5,79,105,70,145,80,101,0: Volt Absorb,3,61,Blue,None,Base,None
643,Reshiram,Dragon,Fire,0.5,0.5,100,120,100,150,120,90,0: Turboblaze,3.2,330,White,None,Base,None
644,Zekrom,Dragon,Electric,0.5,0.5,100,150,120,120,100,90,0: Teravolt,2.9,345,Black,None,Base,None
645,Landorus,Ground,Flying,0.5,0.5,89,125,90,115,80,101,0: Sand Force H: Sheer Force,1.5,68,Brown,None,Base,None
645,Landorus-Therian,Ground,Flying,0.5,0.5,89,145,90,105,80,91,0: Intimidate,1.3,68,Brown,None,Base,None
646,Kyurem,Dragon,Ice,0.5,0.5,125,130,90,130,90,95,0: Pressure,3,325,Gray,None,Base,None
646,Kyurem-Black,Dragon,Ice,0.5,0.5,125,170,100,120,90,95,0: Teravolt,3.3,325,Gray,None,Base,None
646,Kyurem-White,Dragon,Ice,0.5,0.5,125,120,90,170,100,95,0: Turboblaze,3.6,325,Gray,None,Base,None
647,Keldeo,Water,Fighting,0.5,0.5,91,72,90,129,90,108,0: Justified,1.4,48.5,Yellow,None,Base,None
647,Keldeo-Resolute,Water,Fighting,0.5,0.5,91,72,90,129,90,108,0: Justified,1.4,48.5,Yellow,None,Base,None
648,Meloetta,Normal,Psychic,0.5,0.5,100,77,77,128,128,90,0: Serene Grace,0.6,6.5,White,None,Base,None
648,Meloetta-Pirouette,Normal,Fighting,0.5,0.5,100,128,90,77,77,128,0: Serene Grace,0.6,6.5,White,None,Base,None
649,Genesect,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,None,Base,None
649,Genesect-Douse,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,None,Base,None
649,Genesect-Shock,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,None,Base,None
649,Genesect-Burn,Bug,Steel,0.5,0.5,71,120,95,120,95,99,0: Download,1.5,82.5,Purple,None,Base,None
